,Date,CAPE
1215,"Sep 1, 1919",6.56
1216,"Aug 1, 1919",6.48
1217,"Jul 1, 1919",7.05
1218,"Jun 1, 1919",7.02
1219,"May 1, 1919",6.83
1220,"Apr 1, 1919",6.46
1221,"Mar 1, 1919",6.36
1222,"Feb 1, 1919",6.24
1223,"Jan 1, 1919",6.1
1224,"Dec 1, 1918",6.13
1225,"Nov 1, 1918",6.33
1226,"Oct 1, 1918",6.29
1227,"Sep 1, 1918",6.15
1228,"Aug 1, 1918",6.3
1229,"Jul 1, 1918",6.37
1230,"Jun 1, 1918",6.5
1231,"May 1, 1918",6.58
1232,"Apr 1, 1918",6.52
1233,"Mar 1, 1918",6.69
1234,"Feb 1, 1918",6.78
1235,"Jan 1, 1918",6.64
1236,"Dec 1, 1917",6.41
1237,"Nov 1, 1917",6.75
1238,"Oct 1, 1917",7.39
1239,"Sep 1, 1917",7.95
1240,"Aug 1, 1917",8.57
1241,"Jul 1, 1917",9.0
1242,"Jun 1, 1917",9.15
1243,"May 1, 1917",9.14
1244,"Apr 1, 1917",9.64
1245,"Mar 1, 1917",10.33
1246,"Feb 1, 1917",10.06
1247,"Jan 1, 1917",10.99
1248,"Dec 1, 1916",11.41
1249,"Nov 1, 1916",12.05
1250,"Oct 1, 1916",12.05
1251,"Sep 1, 1916",11.94
1252,"Aug 1, 1916",11.73
1253,"Jul 1, 1916",11.79
1254,"Jun 1, 1916",12.0
1255,"May 1, 1916",12.03
1256,"Apr 1, 1916",11.91
1257,"Mar 1, 1916",12.18
1258,"Feb 1, 1916",12.35
1259,"Jan 1, 1916",12.54
1260,"Dec 1, 1915",12.88
1261,"Nov 1, 1915",12.86
1262,"Oct 1, 1915",12.55
1263,"Sep 1, 1915",12.01
1264,"Aug 1, 1915",11.58
1265,"Jul 1, 1915",11.11
1266,"Jun 1, 1915",11.15
1267,"May 1, 1915",11.03
1268,"Apr 1, 1915",11.4
1269,"Mar 1, 1915",10.71
1270,"Feb 1, 1915",10.33
1271,"Jan 1, 1915",10.36
1272,"Dec 1, 1914",10.17
1273,"Nov 1, 1914",10.52
1274,"Oct 1, 1914",10.61
1275,"Sep 1, 1914",10.5
1276,"Aug 1, 1914",10.49
1277,"Jul 1, 1914",10.69
1278,"Jun 1, 1914",11.43
1279,"May 1, 1914",11.48
1280,"Apr 1, 1914",11.52
1281,"Mar 1, 1914",11.69
1282,"Feb 1, 1914",11.91
1283,"Jan 1, 1914",11.64
1284,"Dec 1, 1913",11.17
1285,"Nov 1, 1913",11.07
1286,"Oct 1, 1913",11.47
1287,"Sep 1, 1913",11.84
1288,"Aug 1, 1913",11.85
1289,"Jul 1, 1913",11.53
1290,"Jun 1, 1913",11.49
1291,"May 1, 1913",12.22
1292,"Apr 1, 1913",12.43
1293,"Mar 1, 1913",12.44
1294,"Feb 1, 1913",12.68
1295,"Jan 1, 1913",13.15
1296,"Dec 1, 1912",13.4
1297,"Nov 1, 1912",13.75
1298,"Oct 1, 1912",13.9
1299,"Sep 1, 1912",13.93
1300,"Aug 1, 1912",13.99
1301,"Jul 1, 1912",13.8
1302,"Jun 1, 1912",13.78
1303,"May 1, 1912",13.65
1304,"Apr 1, 1912",13.66
1305,"Mar 1, 1912",13.64
1306,"Feb 1, 1912",13.53
1307,"Jan 1, 1912",13.8
1308,"Dec 1, 1911",13.93
1309,"Nov 1, 1911",13.73
1310,"Oct 1, 1911",13.07
1311,"Sep 1, 1911",13.0
1312,"Aug 1, 1911",13.91
1313,"Jul 1, 1911",15.08
1314,"Jun 1, 1911",15.33
1315,"May 1, 1911",15.05
1316,"Apr 1, 1911",14.76
1317,"Mar 1, 1911",14.37
1318,"Feb 1, 1911",14.73
1319,"Jan 1, 1911",14.05
1320,"Dec 1, 1910",13.74
1321,"Nov 1, 1910",14.16
1322,"Oct 1, 1910",13.92
1323,"Sep 1, 1910",12.94
1324,"Aug 1, 1910",12.75
1325,"Jul 1, 1910",12.34
1326,"Jun 1, 1910",13.01
1327,"May 1, 1910",13.57
1328,"Apr 1, 1910",13.56
1329,"Mar 1, 1910",14.04
1330,"Feb 1, 1910",14.0
1331,"Jan 1, 1910",14.54
1332,"Dec 1, 1909",14.75
1333,"Nov 1, 1909",14.74
1334,"Oct 1, 1909",14.99
1335,"Sep 1, 1909",15.25
1336,"Aug 1, 1909",15.43
1337,"Jul 1, 1909",15.23
1338,"Jun 1, 1909",15.04
1339,"May 1, 1909",14.96
1340,"Apr 1, 1909",14.64
1341,"Mar 1, 1909",14.33
1342,"Feb 1, 1909",14.17
1343,"Jan 1, 1909",14.77
1344,"Dec 1, 1908",14.58
1345,"Nov 1, 1908",14.44
1346,"Oct 1, 1908",13.69
1347,"Sep 1, 1908",13.71
1348,"Aug 1, 1908",13.89
1349,"Jul 1, 1908",13.35
1350,"Jun 1, 1908",13.05
1351,"May 1, 1908",13.08
1352,"Apr 1, 1908",12.45
1353,"Mar 1, 1908",11.99
1354,"Feb 1, 1908",11.56
1355,"Jan 1, 1908",11.9
1356,"Dec 1, 1907",11.34
1357,"Nov 1, 1907",10.6
1358,"Oct 1, 1907",10.84
1359,"Sep 1, 1907",12.33
1360,"Aug 1, 1907",12.51
1361,"Jul 1, 1907",13.58
1362,"Jun 1, 1907",13.14
1363,"May 1, 1907",13.8
1364,"Apr 1, 1907",14.68
1365,"Mar 1, 1907",14.69
1366,"Feb 1, 1907",16.22
1367,"Jan 1, 1907",17.22
1368,"Dec 1, 1906",17.67
1369,"Nov 1, 1906",18.14
1370,"Oct 1, 1906",18.1
1371,"Sep 1, 1906",19.21
1372,"Aug 1, 1906",18.96
1373,"Jul 1, 1906",18.19
1374,"Jun 1, 1906",18.18
1375,"May 1, 1906",18.06
1376,"Apr 1, 1906",18.87
1377,"Mar 1, 1906",19.26
1378,"Feb 1, 1906",19.86
1379,"Jan 1, 1906",20.13
1380,"Dec 1, 1905",19.57
1381,"Nov 1, 1905",19.45
1382,"Oct 1, 1905",19.89
1383,"Sep 1, 1905",19.74
1384,"Aug 1, 1905",19.58
1385,"Jul 1, 1905",19.2
1386,"Jun 1, 1905",18.73
1387,"May 1, 1905",18.63
1388,"Apr 1, 1905",19.49
1389,"Mar 1, 1905",19.84
1390,"Feb 1, 1905",19.17
1391,"Jan 1, 1905",18.46
1392,"Dec 1, 1904",18.16
1393,"Nov 1, 1904",18.07
1394,"Oct 1, 1904",17.63
1395,"Sep 1, 1904",16.74
1396,"Aug 1, 1904",16.31
1397,"Jul 1, 1904",16.03
1398,"Jun 1, 1904",15.47
1399,"May 1, 1904",15.52
1400,"Apr 1, 1904",15.56
1401,"Mar 1, 1904",15.09
1402,"Feb 1, 1904",15.02
1403,"Jan 1, 1904",15.86
1404,"Dec 1, 1903",16.04
1405,"Nov 1, 1903",15.4
1406,"Oct 1, 1903",15.26
1407,"Sep 1, 1903",15.65
1408,"Aug 1, 1903",16.31
1409,"Jul 1, 1903",16.93
1410,"Jun 1, 1903",17.83
1411,"May 1, 1903",18.96
1412,"Apr 1, 1903",18.99
1413,"Mar 1, 1903",19.89
1414,"Feb 1, 1903",20.11
1415,"Jan 1, 1903",20.32
1416,"Dec 1, 1902",19.64
1417,"Nov 1, 1902",20.41
1418,"Oct 1, 1902",20.62
1419,"Sep 1, 1902",22.87
1420,"Aug 1, 1902",23.17
1421,"Jul 1, 1902",22.4
1422,"Jun 1, 1902",21.97
1423,"May 1, 1902",22.42
1424,"Apr 1, 1902",22.83
1425,"Mar 1, 1902",22.41
1426,"Feb 1, 1902",22.46
1427,"Jan 1, 1902",22.34
1428,"Dec 1, 1901",21.69
1429,"Nov 1, 1901",22.37
1430,"Oct 1, 1901",22.26
1431,"Sep 1, 1901",22.6
1432,"Aug 1, 1901",23.07
1433,"Jul 1, 1901",23.15
1434,"Jun 1, 1901",25.23
1435,"May 1, 1901",23.06
1436,"Apr 1, 1901",24.4
1437,"Mar 1, 1901",22.36
1438,"Feb 1, 1901",21.69
1439,"Jan 1, 1901",20.97
1440,"Dec 1, 1900",20.75
1441,"Nov 1, 1900",19.42
1442,"Oct 1, 1900",18.1
1443,"Sep 1, 1900",17.35
1444,"Aug 1, 1900",18.07
1445,"Jul 1, 1900",17.7
1446,"Jun 1, 1900",17.99
1447,"May 1, 1900",18.41
1448,"Apr 1, 1900",18.95
1449,"Mar 1, 1900",18.78
1450,"Feb 1, 1900",18.71
1451,"Jan 1, 1900",18.67
1452,"Dec 1, 1899",18.51
1453,"Nov 1, 1899",20.21
1454,"Oct 1, 1899",20.15
1455,"Sep 1, 1899",20.6
1456,"Aug 1, 1899",21.72
1457,"Jul 1, 1899",21.57
1458,"Jun 1, 1899",21.2
1459,"May 1, 1899",22.1
1460,"Apr 1, 1899",23.16
1461,"Mar 1, 1899",23.27
1462,"Feb 1, 1899",23.04
1463,"Jan 1, 1899",22.92
1464,"Dec 1, 1898",21.39
1465,"Nov 1, 1898",20.53
1466,"Oct 1, 1898",19.95
1467,"Sep 1, 1898",20.45
1468,"Aug 1, 1898",20.55
1469,"Jul 1, 1898",19.86
1470,"Jun 1, 1898",19.53
1471,"May 1, 1898",17.6
1472,"Apr 1, 1898",17.7
1473,"Mar 1, 1898",18.03
1474,"Feb 1, 1898",18.91
1475,"Jan 1, 1898",19.25
1476,"Dec 1, 1897",18.75
1477,"Nov 1, 1897",18.36
1478,"Oct 1, 1897",19.03
1479,"Sep 1, 1897",19.36
1480,"Aug 1, 1897",18.99
1481,"Jul 1, 1897",18.65
1482,"Jun 1, 1897",17.85
1483,"May 1, 1897",17.05
1484,"Apr 1, 1897",16.71
1485,"Mar 1, 1897",16.96
1486,"Feb 1, 1897",16.9
1487,"Jan 1, 1897",17.03
1488,"Dec 1, 1896",16.5
1489,"Nov 1, 1896",17.09
1490,"Oct 1, 1896",16.44
1491,"Sep 1, 1896",16.55
1492,"Aug 1, 1896",15.7
1493,"Jul 1, 1896",16.64
1494,"Jun 1, 1896",17.78
1495,"May 1, 1896",17.84
1496,"Apr 1, 1896",17.65
1497,"Mar 1, 1896",17.22
1498,"Feb 1, 1896",17.5
1499,"Jan 1, 1896",16.58
1500,"Dec 1, 1895",16.54
1501,"Nov 1, 1895",17.35
1502,"Oct 1, 1895",17.95
1503,"Sep 1, 1895",18.2
1504,"Aug 1, 1895",18.08
1505,"Jul 1, 1895",17.54
1506,"Jun 1, 1895",17.21
1507,"May 1, 1895",17.07
1508,"Apr 1, 1895",16.39
1509,"Mar 1, 1895",16.35
1510,"Feb 1, 1895",16.32
1511,"Jan 1, 1895",16.51
1512,"Dec 1, 1894",16.66
1513,"Nov 1, 1894",16.55
1514,"Oct 1, 1894",16.51
1515,"Sep 1, 1894",16.53
1516,"Aug 1, 1894",16.45
1517,"Jul 1, 1894",16.28
1518,"Jun 1, 1894",16.6
1519,"May 1, 1894",16.8
1520,"Apr 1, 1894",17.42
1521,"Mar 1, 1894",17.18
1522,"Feb 1, 1894",16.19
1523,"Jan 1, 1894",15.74
1524,"Dec 1, 1893",15.62
1525,"Nov 1, 1893",15.93
1526,"Oct 1, 1893",15.27
1527,"Sep 1, 1893",15.02
1528,"Aug 1, 1893",14.58
1529,"Jul 1, 1893",14.35
1530,"Jun 1, 1893",15.42
1531,"May 1, 1893",15.79
1532,"Apr 1, 1893",17.1
1533,"Mar 1, 1893",16.9
1534,"Feb 1, 1893",17.13
1535,"Jan 1, 1893",17.65
1536,"Dec 1, 1892",18.02
1537,"Nov 1, 1892",18.46
1538,"Oct 1, 1892",19.03
1539,"Sep 1, 1892",18.69
1540,"Aug 1, 1892",19.2
1541,"Jul 1, 1892",19.22
1542,"Jun 1, 1892",19.77
1543,"May 1, 1892",19.92
1544,"Apr 1, 1892",19.95
1545,"Mar 1, 1892",19.73
1546,"Feb 1, 1892",19.03
1547,"Jan 1, 1892",19.01
1548,"Dec 1, 1891",18.2
1549,"Nov 1, 1891",17.66
1550,"Oct 1, 1891",17.72
1551,"Sep 1, 1891",17.72
1552,"Aug 1, 1891",16.16
1553,"Jul 1, 1891",15.61
1554,"Jun 1, 1891",15.66
1555,"May 1, 1891",15.57
1556,"Apr 1, 1891",15.4
1557,"Mar 1, 1891",15.06
1558,"Feb 1, 1891",15.47
1559,"Jan 1, 1891",15.43
1560,"Dec 1, 1890",14.44
1561,"Nov 1, 1890",14.74
1562,"Oct 1, 1890",15.48
1563,"Sep 1, 1890",16.16
1564,"Aug 1, 1890",16.6
1565,"Jul 1, 1890",17.58
1566,"Jun 1, 1890",17.68
1567,"May 1, 1890",17.78
1568,"Apr 1, 1890",17.26
1569,"Mar 1, 1890",16.9
1570,"Feb 1, 1890",17.03
1571,"Jan 1, 1890",17.22
1572,"Dec 1, 1889",16.61
1573,"Nov 1, 1889",16.9
1574,"Oct 1, 1889",17.05
1575,"Sep 1, 1889",17.34
1576,"Aug 1, 1889",17.14
1577,"Jul 1, 1889",16.89
1578,"Jun 1, 1889",17.22
1579,"May 1, 1889",16.92
1580,"Apr 1, 1889",16.05
1581,"Mar 1, 1889",16.07
1582,"Feb 1, 1889",16.19
1583,"Jan 1, 1889",15.81
1584,"Dec 1, 1888",14.94
1585,"Nov 1, 1888",15.22
1586,"Oct 1, 1888",15.72
1587,"Sep 1, 1888",15.98
1588,"Aug 1, 1888",15.6
1589,"Jul 1, 1888",15.27
1590,"Jun 1, 1888",15.08
1591,"May 1, 1888",15.38
1592,"Apr 1, 1888",15.02
1593,"Mar 1, 1888",14.8
1594,"Feb 1, 1888",15.41
1595,"Jan 1, 1888",15.36
1596,"Dec 1, 1887",15.45
1597,"Nov 1, 1887",15.95
1598,"Oct 1, 1887",15.88
1599,"Sep 1, 1887",16.67
1600,"Aug 1, 1887",16.74
1601,"Jul 1, 1887",17.42
1602,"Jun 1, 1887",17.71
1603,"May 1, 1887",18.07
1604,"Apr 1, 1887",17.82
1605,"Mar 1, 1887",17.47
1606,"Feb 1, 1887",17.12
1607,"Jan 1, 1887",17.52
1608,"Dec 1, 1886",18.2
1609,"Nov 1, 1886",18.96
1610,"Oct 1, 1886",18.55
1611,"Sep 1, 1886",18.14
1612,"Aug 1, 1886",17.72
1613,"Jul 1, 1886",17.85
1614,"Jun 1, 1886",17.82
1615,"May 1, 1886",16.87
1616,"Apr 1, 1886",16.81
1617,"Mar 1, 1886",16.84
1618,"Feb 1, 1886",17.01
1619,"Jan 1, 1886",16.7
1620,"Dec 1, 1885",16.31
1621,"Nov 1, 1885",16.83
1622,"Oct 1, 1885",15.98
1623,"Sep 1, 1885",15.11
1624,"Aug 1, 1885",15.13
1625,"Jul 1, 1885",14.33
1626,"Jun 1, 1885",13.97
1627,"May 1, 1885",13.71
1628,"Apr 1, 1885",13.54
1629,"Mar 1, 1885",13.74
1630,"Feb 1, 1885",13.39
1631,"Jan 1, 1885",13.13
1632,"Dec 1, 1884",13.43
1633,"Nov 1, 1884",13.31
1634,"Oct 1, 1884",13.28
1635,"Sep 1, 1884",13.57
1636,"Aug 1, 1884",13.86
1637,"Jul 1, 1884",13.05
1638,"Jun 1, 1884",12.9
1639,"May 1, 1884",13.46
1640,"Apr 1, 1884",14.35
1641,"Mar 1, 1884",14.73
1642,"Feb 1, 1884",14.8
1643,"Jan 1, 1884",14.43
1644,"Dec 1, 1883",14.89
1645,"Nov 1, 1883",15.41
1646,"Oct 1, 1883",15.05
1647,"Sep 1, 1883",15.49
1648,"Aug 1, 1883",15.2
1649,"Jul 1, 1883",15.96
1650,"Jun 1, 1883",15.91
1651,"May 1, 1883",15.33
1652,"Apr 1, 1883",15.47
1653,"Mar 1, 1883",15.05
1654,"Feb 1, 1883",14.75
1655,"Jan 1, 1883",15.27
1656,"Dec 1, 1882",15.38
1657,"Nov 1, 1882",15.19
1658,"Oct 1, 1882",15.76
1659,"Sep 1, 1882",16.07
1660,"Aug 1, 1882",15.53
1661,"Jul 1, 1882",15.23
1662,"Jun 1, 1882",14.33
1663,"May 1, 1882",14.56
1664,"Apr 1, 1882",14.92
1665,"Mar 1, 1882",15.08
1666,"Feb 1, 1882",15.15
1667,"Jan 1, 1882",15.68
1668,"Dec 1, 1881",15.96
1669,"Nov 1, 1881",16.48
1670,"Oct 1, 1881",16.25
1671,"Sep 1, 1881",16.72
1672,"Aug 1, 1881",17.28
1673,"Jul 1, 1881",18.11
1674,"Jun 1, 1881",19.04
1675,"May 1, 1881",18.88
1676,"Apr 1, 1881",17.95
1677,"Mar 1, 1881",18.28
1678,"Feb 1, 1881",18.15
1679,"Jan 1, 1881",18.47
1680,"Dec 1, 1880",17.33
1681,"Nov 1, 1880",16.87
1682,"Oct 1, 1880",16.26
1683,"Sep 1, 1880",15.86
1684,"Aug 1, 1880",16.1
1685,"Jul 1, 1880",15.59
1686,"Jun 1, 1880",14.95
1687,"May 1, 1880",14.63
1688,"Apr 1, 1880",15.46
1689,"Mar 1, 1880",15.23
1690,"Feb 1, 1880",15.12
1691,"Jan 1, 1880",14.87
1692,"Dec 1, 1879",14.77
1693,"Nov 1, 1879",15.26
1694,"Oct 1, 1879",15.29
1695,"Sep 1, 1879",14.59
1696,"Aug 1, 1879",14.61
1697,"Jul 1, 1879",14.54
1698,"Jun 1, 1879",14.45
1699,"May 1, 1879",14.25
1700,"Apr 1, 1879",13.66
1701,"Mar 1, 1879",13.09
1702,"Feb 1, 1879",13.18
1703,"Jan 1, 1879",12.87
1704,"Dec 1, 1878",12.58
1705,"Nov 1, 1878",12.37
1706,"Oct 1, 1878",12.28
1707,"Sep 1, 1878",12.3
1708,"Aug 1, 1878",12.06
1709,"Jul 1, 1878",12.31
1710,"Jun 1, 1878",12.21
1711,"May 1, 1878",11.71
1712,"Apr 1, 1878",11.29
1713,"Mar 1, 1878",10.88
1714,"Feb 1, 1878",10.45
1715,"Jan 1, 1878",10.57
1716,"Dec 1, 1877",10.25
1717,"Nov 1, 1877",10.27
1718,"Oct 1, 1877",10.22
1719,"Sep 1, 1877",9.99
1720,"Aug 1, 1877",9.29
1721,"Jul 1, 1877",8.35
1722,"Jun 1, 1877",8.05
1723,"May 1, 1877",8.18
1724,"Apr 1, 1877",8.31
1725,"Mar 1, 1877",9.2
1726,"Feb 1, 1877",9.23
1727,"Jan 1, 1877",9.52
1728,"Dec 1, 1876",9.74
1729,"Nov 1, 1876",9.94
1730,"Oct 1, 1876",10.2
1731,"Sep 1, 1876",10.42
1732,"Aug 1, 1876",11.18
1733,"Jul 1, 1876",11.75
1734,"Jun 1, 1876",11.88
1735,"May 1, 1876",11.63
1736,"Apr 1, 1876",11.63
1737,"Mar 1, 1876",11.95
1738,"Feb 1, 1876",11.96
1739,"Jan 1, 1876",11.79
1740,"Dec 1, 1875",11.45
1741,"Nov 1, 1875",11.34
1742,"Oct 1, 1875",11.06
1743,"Sep 1, 1875",11.24
1744,"Aug 1, 1875",11.24
1745,"Jul 1, 1875",11.29
1746,"Jun 1, 1875",11.28
1747,"May 1, 1875",11.33
1748,"Apr 1, 1875",11.51
1749,"Mar 1, 1875",11.48
1750,"Feb 1, 1875",11.35
1751,"Jan 1, 1875",11.41
1752,"Dec 1, 1874",11.45
1753,"Nov 1, 1874",11.56
1754,"Oct 1, 1874",11.4
1755,"Sep 1, 1874",11.28
1756,"Aug 1, 1874",11.14
1757,"Jul 1, 1874",11.07
1758,"Jun 1, 1874",11.19
1759,"May 1, 1874",11.02
1760,"Apr 1, 1874",11.26
1761,"Mar 1, 1874",11.43
1762,"Feb 1, 1874",11.63
1763,"Jan 1, 1874",11.33
1764,"Dec 1, 1873",10.96
1765,"Nov 1, 1873",10.31
1766,"Oct 1, 1873",10.4
1767,"Sep 1, 1873",11.16
1768,"Aug 1, 1873",12.12
1769,"Jul 1, 1873",12.16
1770,"Jun 1, 1873",12.22
1771,"May 1, 1873",12.05
1772,"Apr 1, 1873",11.78
1773,"Mar 1, 1873",11.95
1774,"Feb 1, 1873",12.05
1775,"Jan 1, 1873",12.25
1776,"Dec 1, 1872",12.17
1777,"Nov 1, 1872",11.71
1778,"Oct 1, 1872",12.13
1779,"Sep 1, 1872",11.83
1780,"Aug 1, 1872",12.13
1781,"Jul 1, 1872",12.38
1782,"Jun 1, 1872",12.27
1783,"May 1, 1872",12.28
1784,"Apr 1, 1872",12.25
1785,"Mar 1, 1872",12.18
1786,"Feb 1, 1872",11.96
1787,"Jan 1, 1872",11.9
1788,"Dec 1, 1871",11.59
1789,"Nov 1, 1871",11.6
1790,"Oct 1, 1871",11.47
1791,"Sep 1, 1871",12.31
1792,"Aug 1, 1871",12.55
1793,"Jul 1, 1871",12.27
1794,"Jun 1, 1871",12.59
1795,"May 1, 1871",12.59
1796,"Apr 1, 1871",12.05
1797,"Mar 1, 1871",11.19
1798,"Feb 1, 1871",10.92
